KO	superclass
K18221	Antibiotic resistance/efflux
K18223	Translation/ribosome
K18224	Translation/ribosome
K18225	Translation/ribosome
K18226	Other
K18230	Transport
K18232	Transport
K18233	Transport
K18235	Energy/central carbon
K18240	Tryptophan metabolism
K18242	Translation/ribosome
K18243	Translation/ribosome
K18257	Energy/central carbon
K18275	Energy/central carbon
K18277	Cofactors/vitamins
K18285	Carbohydrate metabolism
K18286	Amino acid metabolism
K18287	Carbohydrate metabolism
K18288	Carbohydrate metabolism
K18289	Carbohydrate metabolism
K18290	Carbohydrate metabolism
K18291	Carbohydrate metabolism
K18292	Energy/central carbon
K18294	Transcriptional regulation
K18295	Antibiotic resistance/efflux
K18296	Antibiotic resistance/efflux
K18297	Transcriptional regulation
K18300	Antibiotic resistance/efflux
K18302	Antibiotic resistance/efflux
K18304	Transcriptional regulation
K18305	Other
K18306	Antibiotic resistance/efflux
K18307	Antibiotic resistance/efflux
K18308	Antibiotic resistance/efflux
K18314	Energy/central carbon
K18316	Energy/central carbon
K18320	Mobilome
K18321	Antibiotic resistance/efflux
K18322	Antibiotic resistance/efflux
K18323	Antibiotic resistance/efflux
K18330	Cofactors/vitamins
K18331	Cofactors/vitamins
K18332	Cofactors/vitamins
K18333	Energy/central carbon
K18334	Energy/central carbon
K18335	Energy/central carbon
K18336	Carbohydrate metabolism
K18337	Energy/central carbon
K18344	Signal transduction
K18345	Signal transduction
K18346	Antibiotic resistance/efflux
K18351	Signal transduction
K18352	Signal transduction
K18353	Antibiotic resistance/efflux
K18364	Energy/central carbon
K18365	Energy/central carbon
K18366	Energy/central carbon
K18369	SCFA fermentation
K18372	SCFA fermentation
K18373	Other
K18374	Other
K18376	Other
K18379	Transcriptional regulation
K18382	Cofactors/vitamins
K18383	Carbohydrate metabolism
K18384	Energy/central carbon
K18425	Amino acid metabolism
K18429	Energy/central carbon
K18430	Carbohydrate metabolism
K18431	Carbohydrate metabolism
K18441	Amino acid metabolism
K18455	Amino acid metabolism
K18457	Amino acid metabolism
K18459	Carbohydrate metabolism
K18471	Cofactors/vitamins
K18472	Cofactors/vitamins
K18473	Lipid metabolism
K18474	Lipid metabolism
K18475	Amino acid metabolism
K18480	Transport
K18481	Defense systems
K18530	Carbohydrate metabolism
K18535	Energy/central carbon
K18540	Nucleotide metabolism
K18541	Amino acid metabolism
K18545	Amino acid metabolism
K18546	Carbohydrate metabolism
K18547	Carbohydrate metabolism
K18553	Transport
K18554	Antibiotic resistance/efflux
K18555	Antibiotic resistance/efflux
K18579	Carbohydrate metabolism
K18586	Energy/central carbon
K18589	Other
K18591	Other
K18622	Amino acid metabolism
K18626	Amino acid metabolism
K18642	Amino acid metabolism
K18653	Synaptic pathways
K18654	Signal transduction
K18660	Secondary metabolism
K18661	Secondary metabolism
K18662	Other
K18673	Carbohydrate metabolism
K18676	Transport
K18678	Carbohydrate metabolism
K18697	Carbohydrate metabolism
K18698	Antibiotic resistance/efflux
K18699	Antibiotic resistance/efflux
K18700	Carbohydrate metabolism
K18701	Energy/central carbon
K18707	Other
K18766	Antibiotic resistance/efflux
K18768	Antibiotic resistance/efflux
K18775	Carbohydrate metabolism
K18779	Translation/ribosome
K18785	Carbohydrate metabolism
K18786	Carbohydrate metabolism
K18814	Transport
K18820	Carbohydrate metabolism
K18824	Carbohydrate metabolism
K18827	RNA processing/degradation
K18828	Translation/ribosome
K18830	Defense systems
K18833	Antibiotic resistance/efflux
K18836	Cofactors/vitamins
K18838	Other
K18844	Antibiotic resistance/efflux
K18845	RNA processing/degradation
K18846	RNA processing/degradation
K18851	Lipid metabolism
K18855	Energy/central carbon
K18862	Translation/ribosome
K18893	Antibiotic resistance/efflux
K18895	Transport
K18896	RNA processing/degradation
K18897	RNA processing/degradation
K18898	Antibiotic resistance/efflux
K18899	Antibiotic resistance/efflux
K18901	Antibiotic resistance/efflux
K18902	Antibiotic resistance/efflux
K18903	Antibiotic resistance/efflux
K18904	Antibiotic resistance/efflux
K18905	Transcriptional regulation
K18911	RNA processing/degradation
K18912	Amino acid metabolism
K18917	Carbohydrate metabolism
K18922	Other
K18930	SCFA fermentation
K18933	Tryptophan metabolism
K18936	Antibiotic resistance/efflux
K18941	Signal transduction
K18954	Transcriptional regulation
K18955	Transcriptional regulation
K18958	Transcriptional regulation
K18973	Antibiotic resistance/efflux
K18974	Carbohydrate metabolism
K18975	Antibiotic resistance/efflux
K18981	Energy/central carbon
K18982	Energy/central carbon
K18983	Carbohydrate metabolism
K18984	Protein folding/quality control
K18986	Signal transduction
K18990	Antibiotic resistance/efflux
K18991	Transcriptional regulation
K18996	Other
K19033	Translation/ribosome
K19049	Energy/central carbon
K19050	DNA replication/repair/maintenance
K19051	Other
K19052	Other
K19056	Transcriptional regulation
K19057	Transcriptional regulation
K19058	Transport
K19059	Transport
K19062	Carbohydrate metabolism
K19065	Mobilome
K19068	Energy/central carbon
K19073	Cofactors/vitamins
K19075	Defense systems
K19077	Signal transduction
K19078	Signal transduction
K19079	Transport
K19080	Transport
K19081	Signal transduction
K19082	Signal transduction
K19088	Defense systems
K19090	Defense systems
K19091	Defense systems
K19092	Defense systems
K19096	Antibiotic resistance/efflux
K19097	Antibiotic resistance/efflux
K19098	Antibiotic resistance/efflux
K19113	Carbohydrate metabolism
K19114	Defense systems
K19116	Defense systems
K19137	Defense systems
K19138	Defense systems
K19139	Defense systems
K19140	Defense systems
K19145	Defense systems
K19147	Defense systems
K19148	Other
K19155	Defense systems
K19156	Defense systems
K19160	Carbohydrate metabolism
K19161	Defense systems
K19165	Defense systems
K19169	Defense systems
K19170	Defense systems
K19171	Defense systems
K19172	Defense systems
K19173	Defense systems
K19174	Defense systems
K19175	Defense systems
K19176	Synaptic pathways
K19180	Cofactors/vitamins
K19185	Energy/central carbon
K19189	Cofactors/vitamins
K19191	Cofactors/vitamins
K19200	Other
K19208	Secondary metabolism
K19209	Antibiotic resistance/efflux
K19216	Antibiotic resistance/efflux
K19231	Motility/adhesion
K19238	Other
K19242	Transcriptional regulation
K19244	Amino acid metabolism
K19246	Energy/central carbon
K19268	Energy/central carbon
K19272	Carbohydrate metabolism
K19274	Carbohydrate metabolism
K19278	Carbohydrate metabolism
K19290	Carbohydrate metabolism
K19291	Carbohydrate metabolism
K19292	Other
K19293	Other
K19295	Other
K19296	Other
K19298	Cofactors/vitamins
K19300	Carbohydrate metabolism
K19303	Cell envelope/biogenesis
K19310	Transport
K19311	Carbohydrate metabolism
K19314	Carbohydrate metabolism
K19319	Antibiotic resistance/efflux
K19320	Antibiotic resistance/efflux
K19322	Antibiotic resistance/efflux
K19332	Other
K19335	Transcriptional regulation
K19339	Transcriptional regulation
K19341	Transport
K19342	Protein folding/quality control
K19343	Transcriptional regulation
K19344	Cofactors/vitamins
K19345	Other
K19351	Cell envelope/biogenesis
K19355	Carbohydrate metabolism
K19405	Other
K19411	Transcriptional regulation
K19417	Transcriptional regulation
K19418	Other
K19419	Other
K19420	Tryptophan metabolism
K19421	Other
K19423	Carbohydrate metabolism
K19425	Carbohydrate metabolism
K19427	Carbohydrate metabolism
K19429	Carbohydrate metabolism
K19430	Carbohydrate metabolism
K19431	Carbohydrate metabolism
K19432	Transcriptional regulation
K19433	Motility/adhesion
K19449	Transcriptional regulation
K19506	Transport
K19540	Transport
K19541	Antibiotic resistance/efflux
K19545	Amino acid metabolism
K19546	Tryptophan metabolism
K19547	Energy/central carbon
K19548	Energy/central carbon
K19549	Amino acid metabolism
K19550	Energy/central carbon
K19551	Energy/central carbon
K19552	Transport
K19572	Carbohydrate metabolism
K19575	Transcriptional regulation
K19578	Antibiotic resistance/efflux
K19580	Carbohydrate metabolism
K19587	Transcriptional regulation
K19592	Transcriptional regulation
K19593	Antibiotic resistance/efflux
K19594	Antibiotic resistance/efflux
K19595	Antibiotic resistance/efflux
K19597	Carbohydrate metabolism
K19609	Signal transduction
K19616	Signal transduction
K19617	Signal transduction
K19618	Transcriptional regulation
K19620	Other
K19621	Signal transduction
K19622	Signal transduction
K19623	Signal transduction
K19624	Transcriptional regulation
K19640	Signal transduction
K19641	Signal transduction
K19646	Transport
K19661	Signal transduction
K19668	Carbohydrate metabolism
K19670	Other
K19686	Translation/ribosome
K19687	Defense systems
K19697	SCFA fermentation
K19701	Carbohydrate metabolism
K19702	Amino acid metabolism
K19709	SCFA fermentation
K19710	Carbohydrate metabolism
K19711	Cofactors/vitamins
K19713	Energy/central carbon
K19714	Energy/central carbon
K19715	Carbohydrate metabolism
K19720	Carbohydrate metabolism
K19731	Transcriptional regulation
K19736	Antibiotic resistance/efflux
K19737	RNA processing/degradation
K19744	Energy/central carbon
K19746	Energy/central carbon
K19761	Carbohydrate metabolism
K19777	Protein folding/quality control
K19778	Protein folding/quality control
K20038	Other
K20107	Other
K20116	Other
K20117	Other
K20484	Carbohydrate metabolism
K20895	Carbohydrate metabolism
K20938	Tryptophan metabolism
K21001	Other
K21487	Defense systems
K21512	Mobilome
K21591	Cell envelope/biogenesis
K21602	Transcriptional regulation
K21622	Energy/central carbon
K21703	Transcriptional regulation
K21960	Transcriptional regulation
K22186	Energy/central carbon
K22300	Transcriptional regulation
K22303	Carbohydrate metabolism
K22306	Signal transduction
K00006	Cofactors/vitamins
K00011	Energy/central carbon
K00022	Energy/central carbon
K00025	Energy/central carbon
K00043	Energy/central carbon
K00049	Energy/central carbon
K00062	Energy/central carbon
K00063	Energy/central carbon
K00083	Transport
K00085	Energy/central carbon
K00106	Energy/central carbon
K00107	Energy/central carbon
K00109	Energy/central carbon
K00125	SCFA fermentation
K00139	Energy/central carbon
K00143	Energy/central carbon
K00149	Transport
K00150	Cofactors/vitamins
K00170	Energy/central carbon
K00171	Energy/central carbon
K00186	Energy/central carbon
K00187	Energy/central carbon
K00188	Energy/central carbon
K00189	Energy/central carbon
K00192	Energy/central carbon
K00193	Energy/central carbon
K00195	Energy/central carbon
K11240	Tryptophan metabolism
K00203	Other
K00204	Transcriptional regulation
K00205	Transcriptional regulation
K00207	Energy/central carbon
K00214	Energy/central carbon
K00222	Energy/central carbon
K00223	Energy/central carbon
K00234	Energy/central carbon
K00235	Energy/central carbon
K00236	Energy/central carbon
K00237	Transport
K00264	Energy/central carbon
K00279	Energy/central carbon
K00280	Other
K00288	Cofactors/vitamins
K00289	Energy/central carbon
K00295	Cofactors/vitamins
K00319	Energy/central carbon
K00323	Cofactors/vitamins
K00327	Other
K00399	Carbohydrate metabolism
K14663	Amino acid metabolism
K00401	Carbohydrate metabolism
K00402	Energy/central carbon
K00414	Cofactors/vitamins
K00415	Cofactors/vitamins
K00416	Cofactors/vitamins
K00417	Cofactors/vitamins
K00418	Cofactors/vitamins
K00420	Cofactors/vitamins
K00423	Energy/central carbon
K00430	Energy/central carbon
K00434	Energy/central carbon
K00436	Cofactors/vitamins
K00437	Carbohydrate metabolism
K00440	Other
K18043	Tryptophan metabolism
K00443	Other
K00454	Carbohydrate metabolism
K00462	Carbohydrate metabolism
K00464	Carbohydrate metabolism
K00474	Energy/central carbon
K00475	Energy/central carbon
K00485	Cofactors/vitamins
K00487	Carbohydrate metabolism
K00511	Cofactors/vitamins
K00514	Carbohydrate metabolism
K00524	Energy/central carbon
K00531	Energy/central carbon
K18045	Tryptophan metabolism
K18046	Tryptophan metabolism
K00540	Cofactors/vitamins
K00544	Carbohydrate metabolism
K00545	Synaptic pathways
K00550	Carbohydrate metabolism
K00555	RNA processing/degradation
K00559	Carbohydrate metabolism
K00565	RNA processing/degradation
K00577	Carbohydrate metabolism
K00578	Carbohydrate metabolism
K00579	Carbohydrate metabolism
K00580	Carbohydrate metabolism
K00581	Carbohydrate metabolism
K00582	Carbohydrate metabolism
K00583	Carbohydrate metabolism
K00584	Carbohydrate metabolism
K00586	Carbohydrate metabolism
K00589	Carbohydrate metabolism
K00599	RNA processing/degradation
K00601	Carbohydrate metabolism
K00608	Amino acid metabolism
K00618	Carbohydrate metabolism
K00622	Carbohydrate metabolism
K00637	Carbohydrate metabolism
K00653	Other
K00660	Carbohydrate metabolism
K00667	Lipid metabolism
K00668	Lipid metabolism
K00670	Carbohydrate metabolism
K00671	Carbohydrate metabolism
K00679	Lipid metabolism
K00695	Carbohydrate metabolism
K00698	Carbohydrate metabolism
K00701	Carbohydrate metabolism
K00706	Carbohydrate metabolism
K00709	Carbohydrate metabolism
K00726	Carbohydrate metabolism
K00735	Carbohydrate metabolism
K00743	Carbohydrate metabolism
K00749	Carbohydrate metabolism
K00750	Carbohydrate metabolism
K00770	Carbohydrate metabolism
K00776	Cofactors/vitamins
K00787	Carbohydrate metabolism
K00802	Carbohydrate metabolism
K00804	Carbohydrate metabolism
K00814	Carbohydrate metabolism
K00815	Tryptophan metabolism
K00827	Energy/central carbon
K00837	Carbohydrate metabolism
K00838	Carbohydrate metabolism
K00861	Cofactors/vitamins
K00866	Carbohydrate metabolism
K00877	Carbohydrate metabolism
K00888	Carbohydrate metabolism
K00889	Carbohydrate metabolism
K00894	Carbohydrate metabolism
K00898	Energy/central carbon
K00900	Carbohydrate metabolism
K00902	Carbohydrate metabolism
K00914	Carbohydrate metabolism
K00915	Carbohydrate metabolism
K18804	Cofactors/vitamins
K00921	Carbohydrate metabolism
K00933	Carbohydrate metabolism
K00944	Nucleotide metabolism
K19061	Antibiotic resistance/efflux
K00952	Nucleotide metabolism
K00953	Translation/ribosome
K00967	Carbohydrate metabolism
K00987	Carbohydrate metabolism
K00988	Carbohydrate metabolism
K00993	Other
K00999	Carbohydrate metabolism
K01001	Carbohydrate metabolism
K01025	Carbohydrate metabolism
K01052	Carbohydrate metabolism
K01062	Other
K01074	Carbohydrate metabolism
K01094	Carbohydrate metabolism
K01098	Other
K01099	Carbohydrate metabolism
K01102	Energy/central carbon
K01110	Carbohydrate metabolism
K01121	Nucleotide metabolism
K01135	Transport
K01136	Carbohydrate metabolism
K01164	Translation/ribosome
K01170	Carbohydrate metabolism
K01177	Carbohydrate metabolism
K01180	Carbohydrate metabolism
K01196	Carbohydrate metabolism
K01202	Carbohydrate metabolism
K01210	Carbohydrate metabolism
K01213	Carbohydrate metabolism
K01225	Carbohydrate metabolism
K01228	Carbohydrate metabolism
K01244	Carbohydrate metabolism
K01254	Carbohydrate metabolism
K01279	Protein folding/quality control
K01280	Protein folding/quality control
K01282	Carbohydrate metabolism
K01288	Amino acid metabolism
K01293	Amino acid metabolism
K01307	Carbohydrate metabolism
K01336	Carbohydrate metabolism
K01341	Carbohydrate metabolism
K01363	Carbohydrate metabolism
K01365	Carbohydrate metabolism
K01373	Carbohydrate metabolism
K01378	Carbohydrate metabolism
K01379	Carbohydrate metabolism
K01381	Carbohydrate metabolism
K01405	Carbohydrate metabolism
K01408	Carbohydrate metabolism
K01410	Protein folding/quality control
K01412	Protein folding/quality control
K01427	Other
K01437	Amino acid metabolism
K01440	Carbohydrate metabolism
K01456	Amino acid metabolism
K01471	Carbohydrate metabolism
K01490	Amino acid metabolism
K01509	Carbohydrate metabolism
K01511	Carbohydrate metabolism
K01514	Carbohydrate metabolism
K01517	Carbohydrate metabolism
K01518	Other
K01519	Carbohydrate metabolism
K01522	Other
K01526	Carbohydrate metabolism
K01527	Energy/central carbon
K01530	Lipid metabolism
K01539	Transport
K01557	Carbohydrate metabolism
K01583	Amino acid metabolism
K01592	Tryptophan metabolism
K01622	Carbohydrate metabolism
K00400	Carbohydrate metabolism
K01656	Tryptophan metabolism
K01683	Energy/central carbon
K01694	Tryptophan metabolism
K01705	Energy/central carbon
K01723	Energy/central carbon
